PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	90.000	10	1	0	68	77	31	22	2.2	14.0
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	7	0	0	150	156	36	30	2.2	14.0
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	7	0	0	173	179	38	32	2.2	14.0
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	7	0	0	5	11	53	59	2.2	14.0
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	7	0	0	134	140	121	127	2.2	14.0
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	6	0	0	137	142	38	33	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	6	0	0	14	19	67	72	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	6	0	0	92	97	95	90	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	80.000	15	3	0	84	98	128	114	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	83.333	12	2	0	98	109	128	117	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	90.000	10	0	1	108	117	126	118	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	6	0	0	123	128	128	133	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	6	0	0	162	167	131	136	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	6	0	0	190	195	140	145	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	6	0	0	69	74	143	148	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	90.000	10	0	1	148	156	174	165	7.8	12.2
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	4	8	8	12	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	30	34	18	22	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	121	125	39	35	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	84	88	35	39	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	87.500	8	1	0	25	32	38	45	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	83.333	12	1	1	30	40	50	39	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	93	97	48	44	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	148	152	44	48	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	146	150	58	54	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	185	189	63	67	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	37	41	73	69	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	2	6	70	74	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	51	55	74	78	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	171	175	74	78	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	87.500	8	1	0	14	21	75	82	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	92	96	80	76	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	179	183	79	83	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	30	34	84	88	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	20	24	85	89	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	148	152	90	94	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	180	184	99	95	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	86	90	96	100	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	170	174	103	99	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	158	162	103	99	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	96	100	105	101	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	87.500	8	1	0	119	126	113	120	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	63	67	120	116	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	83.333	12	0	2	105	116	126	117	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	87.500	8	1	0	152	159	124	117	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	168	172	121	117	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	88.889	9	0	1	94	101	126	118	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	78.571	14	3	0	62	75	132	119	28	10.4
PD13419/1:3555591-3672726,3555492-3555691	PD13419/1:3555591-3672726,3672626-3672825	100.000	5	0	0	122	126	124	128	28	10.4
